13:28:30 15-08-2019,178
13:28:30 15-08-2019,178
13:28:30 15-08-2019,120
13:28:31 15-08-2019,30
13:28:31 15-08-2019,178
13:28:31 15-08-2019,178
13:28:31 15-08-2019,178
13:28:31 15-08-2019,178
13:28:32 15-08-2019,178
13:28:32 15-08-2019,178
13:28:32 15-08-2019,194
13:28:32 15-08-2019,178
13:28:33 15-08-2019,178
13:28:33 15-08-2019,178
13:28:33 15-08-2019,104
13:28:33 15-08-2019,178
13:28:33 15-08-2019,178
13:28:34 15-08-2019,178
13:28:34 15-08-2019,178
13:28:34 15-08-2019,178
13:28:35 15-08-2019,178
13:28:35 15-08-2019,178
13:28:35 15-08-2019,178
13:28:35 15-08-2019,178
13:28:36 15-08-2019,151
13:28:36 15-08-2019,135
13:28:36 15-08-2019,104
13:28:37 15-08-2019,135
13:28:37 15-08-2019,151
13:28:37 15-08-2019,104
13:28:37 15-08-2019,225
13:28:37 15-08-2019,88
13:28:38 15-08-2019,14
13:28:38 15-08-2019,88
13:28:38 15-08-2019,104
13:28:38 15-08-2019,104
13:28:38 15-08-2019,88
13:28:39 15-08-2019,88
13:28:39 15-08-2019,88
13:28:39 15-08-2019,30
13:28:39 15-08-2019,14
13:28:40 15-08-2019,225
13:28:40 15-08-2019,88
13:28:40 15-08-2019,14
13:28:40 15-08-2019,88
13:28:40 15-08-2019,358
13:28:41 15-08-2019,178
13:28:41 15-08-2019,178
13:28:41 15-08-2019,210
13:28:41 15-08-2019,88
13:28:42 15-08-2019,178
13:28:42 15-08-2019,14
13:28:42 15-08-2019,88
13:28:42 15-08-2019,88
13:28:42 15-08-2019,30
13:28:43 15-08-2019,82
13:28:43 15-08-2019,88
13:28:43 15-08-2019,104
13:28:43 15-08-2019,88
13:28:43 15-08-2019,14
13:28:44 15-08-2019,104
13:28:44 15-08-2019,14
13:28:44 15-08-2019,104
13:28:44 15-08-2019,104
13:28:45 15-08-2019,14
13:28:45 15-08-2019,104
13:28:45 15-08-2019,88
13:28:45 15-08-2019,104
13:28:45 15-08-2019,104
13:28:46 15-08-2019,178
13:28:46 15-08-2019,178
13:28:47 15-08-2019,104
13:28:47 15-08-2019,151
13:28:47 15-08-2019,104
13:28:47 15-08-2019,104
13:28:48 15-08-2019,104
13:28:48 15-08-2019,88
13:28:48 15-08-2019,104
13:28:48 15-08-2019,88
13:28:49 15-08-2019,104
13:28:49 15-08-2019,104
13:28:49 15-08-2019,88
13:28:49 15-08-2019,104
13:28:49 15-08-2019,104
13:28:50 15-08-2019,104
13:28:50 15-08-2019,104
13:28:50 15-08-2019,104
13:28:50 15-08-2019,104
13:28:50 15-08-2019,14
13:28:51 15-08-2019,104
13:28:51 15-08-2019,14
13:28:51 15-08-2019,178
13:28:51 15-08-2019,178
13:28:51 15-08-2019,225
13:28:52 15-08-2019,225
13:28:52 15-08-2019,178
13:28:52 15-08-2019,225
13:28:52 15-08-2019,300
13:28:52 15-08-2019,178
13:28:53 15-08-2019,194
13:28:53 15-08-2019,104
13:28:53 15-08-2019,284
13:28:54 15-08-2019,178
13:28:55 15-08-2019,225
13:28:56 15-08-2019,151
13:28:56 15-08-2019,14
13:28:56 15-08-2019,225
13:28:56 15-08-2019,82
13:28:57 15-08-2019,284
13:28:57 15-08-2019,337
13:28:57 15-08-2019,194
13:28:57 15-08-2019,82
13:28:57 15-08-2019,135
13:28:58 15-08-2019,82
13:28:58 15-08-2019,120
13:28:58 15-08-2019,315
13:28:59 15-08-2019,300
13:28:59 15-08-2019,300
13:28:59 15-08-2019,300
13:28:59 15-08-2019,120
13:28:59 15-08-2019,300
13:29:00 15-08-2019,300
13:29:00 15-08-2019,300
13:29:00 15-08-2019,300
13:29:00 15-08-2019,300
13:29:01 15-08-2019,315
13:29:01 15-08-2019,300
13:29:01 15-08-2019,300
13:29:02 15-08-2019,300
13:29:02 15-08-2019,300
13:29:02 15-08-2019,120
13:29:02 15-08-2019,120
13:29:02 15-08-2019,120
13:29:03 15-08-2019,82
13:29:03 15-08-2019,61
13:29:04 15-08-2019,300
13:29:04 15-08-2019,120
13:29:04 15-08-2019,300
13:29:04 15-08-2019,300
13:29:05 15-08-2019,300
13:29:06 15-08-2019,120
13:29:06 15-08-2019,151
13:29:06 15-08-2019,82
13:29:07 15-08-2019,120
13:29:07 15-08-2019,300
13:29:07 15-08-2019,120
13:29:07 15-08-2019,120
13:29:07 15-08-2019,30
13:29:08 15-08-2019,358
13:29:08 15-08-2019,30
13:29:11 15-08-2019,88
13:29:11 15-08-2019,120
13:29:11 15-08-2019,120
13:29:11 15-08-2019,178
13:29:11 15-08-2019,30
13:29:12 15-08-2019,120
13:29:12 15-08-2019,120
13:29:12 15-08-2019,120
13:29:12 15-08-2019,30
13:29:13 15-08-2019,120
13:29:13 15-08-2019,315
13:29:13 15-08-2019,120
13:29:13 15-08-2019,120
13:29:13 15-08-2019,120
13:29:14 15-08-2019,358
13:29:14 15-08-2019,284
13:29:14 15-08-2019,194
13:29:14 15-08-2019,194
13:29:15 15-08-2019,194
13:29:15 15-08-2019,178
13:29:15 15-08-2019,210
13:29:15 15-08-2019,225
13:29:16 15-08-2019,135
13:29:16 15-08-2019,194
13:29:16 15-08-2019,120
13:29:16 15-08-2019,178
13:29:16 15-08-2019,225
13:29:17 15-08-2019,225
13:29:17 15-08-2019,194
13:29:18 15-08-2019,300
13:29:18 15-08-2019,300
13:29:18 15-08-2019,315
13:29:18 15-08-2019,210
13:29:18 15-08-2019,300
13:29:19 15-08-2019,210
13:29:19 15-08-2019,300
13:29:19 15-08-2019,300
13:29:19 15-08-2019,210
13:29:20 15-08-2019,315
13:29:20 15-08-2019,30
13:29:20 15-08-2019,300
13:29:21 15-08-2019,120
13:29:22 15-08-2019,151
13:29:22 15-08-2019,225
13:29:22 15-08-2019,194
13:29:22 15-08-2019,300
13:29:23 15-08-2019,300
13:29:23 15-08-2019,300
13:29:23 15-08-2019,284
13:29:23 15-08-2019,284
13:29:23 15-08-2019,120
13:29:24 15-08-2019,300
13:29:24 15-08-2019,315
13:29:24 15-08-2019,225
13:29:24 15-08-2019,284
13:29:24 15-08-2019,300
13:29:25 15-08-2019,315
13:29:25 15-08-2019,210
13:29:25 15-08-2019,284
13:29:25 15-08-2019,300
13:29:25 15-08-2019,210
13:29:26 15-08-2019,225
13:29:26 15-08-2019,284
13:29:26 15-08-2019,135
13:29:26 15-08-2019,225
13:29:27 15-08-2019,135
13:29:27 15-08-2019,225
13:29:27 15-08-2019,210
13:29:27 15-08-2019,284
13:29:27 15-08-2019,225
13:29:28 15-08-2019,315
13:29:28 15-08-2019,300
13:29:28 15-08-2019,300
13:29:29 15-08-2019,300
13:29:29 15-08-2019,300
13:29:29 15-08-2019,300
13:29:29 15-08-2019,284
13:29:30 15-08-2019,284
13:29:30 15-08-2019,358
13:29:30 15-08-2019,300
13:29:31 15-08-2019,358
13:29:31 15-08-2019,284
13:29:31 15-08-2019,135
13:29:31 15-08-2019,135
13:29:32 15-08-2019,120
13:29:32 15-08-2019,82
13:29:32 15-08-2019,358
13:29:32 15-08-2019,120
13:29:33 15-08-2019,284
13:29:33 15-08-2019,135
13:29:33 15-08-2019,358
13:29:34 15-08-2019,284
13:29:34 15-08-2019,358
13:29:34 15-08-2019,82
13:29:34 15-08-2019,300
13:29:34 15-08-2019,300
13:29:35 15-08-2019,300
13:29:35 15-08-2019,300
13:29:35 15-08-2019,300
13:29:35 15-08-2019,300
13:29:35 15-08-2019,300
13:29:36 15-08-2019,135
13:29:36 15-08-2019,82
13:29:38 15-08-2019,82
13:29:38 15-08-2019,30
13:29:38 15-08-2019,194
13:29:39 15-08-2019,300
13:29:39 15-08-2019,315
13:29:39 15-08-2019,120
13:29:40 15-08-2019,45
13:29:40 15-08-2019,82
13:29:40 15-08-2019,210
13:29:40 15-08-2019,225
13:29:40 15-08-2019,194
13:29:41 15-08-2019,135
13:29:41 15-08-2019,135
13:29:41 15-08-2019,135
13:29:42 15-08-2019,135
13:29:42 15-08-2019,151
13:29:42 15-08-2019,151
13:29:42 15-08-2019,151
